ZONE,ID ZONE,SECTEUR,NOM SITE,ID SITE,NPOINT,IDUNIQUE,OBSERVATEUR 1,OBSERVATEUR 2,DATE,HEURE DEBUT,MINUTES DEPUIS MINUIT,COUV NUAGE,PLUIE,VENT,VISI,DENEIGMT,ESPECE,NB05,NB510,NB1015,MAX10,NB100,RQ,X,Y,ALT,RASTALT,AGRI,IR,IIR1,IIR2,% SOL NU,% ROCH,% HERB,%ARBRISSEAU,%ARBUSTE,%ARBRES,% CROTTES,INFO SUP PATURAGE 
ECRINS,2,vallouise,Val haute,21,5,,Telmon Jean-Philippe,Albert Christophe,19/05/15,8h40,,1,1,1,1,100,Pipit des arbres,1,0,,,0,,6.50609782,44.71843200,2213,,2,1,0,0,NA,5,90,5,10,10,NA,NON
ECRINS,2,vallouise,Val haute,21,5,,Telmon Jean-Philippe,Albert Christophe,19/05/15,8h40,,1,1,1,1,100,Pinson des arbres,2,1,,,0,,6.50609782,44.71843200,2213,,2,1,0,0,NA,5,90,5,10,10,NA,NON
ECRINS,2,vallouise,Val haute,21,5,,Telmon Jean-Philippe,Albert Christophe,19/05/15,8h40,,1,1,1,1,100,Mésange boréale,1,1,,,0,,6.50609782,44.71843200,2213,,2,1,0,0,NA,5,90,5,10,10,NA,NON
ECRINS,2,vallouise,Val haute,21,6,,Telmon Jean-Philippe,Albert Christophe,19/05/15,9h5,,1,1,1,1,98,Accenteur mouchet,1,0,,,0,,6.50658920,44.71639920,2246,,2,1,0,0,NA,20,75,5,5,10,NA,NON
ECRINS,2,vallouise,Val haute,21,6,,Telmon Jean-Philippe,Albert Christophe,19/05/15,9h5,,1,1,1,1,98,Chocard à bec jaune,0,0,,,1,,6.50658920,44.71639920,2246,,2,1,0,0,NA,20,75,5,5,10,NA,NON
ECRINS,2,vallouise,Val haute,21,6,,Telmon Jean-Philippe,Albert Christophe,19/05/15,9h5,,1,1,1,1,98,Venturon montagnard,1,1,,,0,,6.50658920,44.71639920,2246,,2,1,0,0,NA,20,75,5,5,10,NA,NON
ECRINS,2,vallouise,Val haute,21,6,,Telmon Jean-Philippe,Albert Christophe,19/05/15,9h5,,1,1,1,1,98,Pinson des arbres,1,1,,,0,,6.50658920,44.71639920,2246,,2,1,0,0,NA,20,75,5,5,10,NA,NON
ECRINS,2,vallouise,Val haute,21,6,,Telmon Jean-Philippe,Albert Christophe,19/05/15,9h5,,1,1,1,1,98,Coucou gris,0,0,,,1,,6.50658920,44.71639920,2246,,2,1,0,0,NA,20,75,5,5,10,NA,NON
ECRINS,2,vallouise,Val haute,21,7,,Telmon Jean-Philippe,Albert Christophe,19/05/15,9h45,,1,1,1,1,80,Rougequeue noir,2,1,,,0,,6.49973430,44.71227930,2370,,1,1,3,0,NA,50,50,0,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,7,,Telmon Jean-Philippe,Albert Christophe,19/05/15,9h45,,1,1,1,1,80,Traquet motteux,2,1,,,0,,6.49973430,44.71227930,2370,,1,1,3,0,NA,50,50,0,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,8,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h30,,2,1,1,1,98,Crave à bec rouge,1,0,,,0,,6.51570266,44.71350120,2380,,2,1,3,0,NA,40,50,0,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,8,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h30,,2,1,1,1,98,Rougequeue noir,1,1,,,0,,6.51570266,44.71350120,2380,,2,1,3,0,NA,40,50,0,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,8,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h30,,2,1,1,1,98,Traquet motteux,0,1,,,0,,6.51570266,44.71350120,2380,,2,1,3,0,NA,40,50,0,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,9,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h45,,2,1,1,1,96,Chocard à bec jaune,0,0,,,1,,6.51600572,44.71114020,2395,,2,1,2,0,NA,18,82,15,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,9,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h45,,2,1,1,1,96,Crave à bec rouge,0,1,,,0,,6.51600572,44.71114020,2395,,2,1,2,0,NA,18,82,15,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,9,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h45,,2,1,1,1,96,Hirondelle de rocher,1,0,,,0,,6.51600572,44.71114020,2395,,2,1,2,0,NA,18,82,15,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,9,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h45,,2,1,1,1,96,Pipit spioncelle,2,1,,,0,,6.51600572,44.71114020,2395,,2,1,2,0,NA,18,82,15,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,9,,Telmon Jean-Philippe,Albert Christophe,19/05/15,10h45,,2,1,1,1,96,Traquet motteux,2,1,,,0,,6.51600572,44.71114020,2395,,2,1,2,0,NA,18,82,15,0,0,NA,NON
ECRINS,2,vallouise,Val haute,21,10,,Telmon Jean-Philippe,Albert Christophe,19/05/15,11h10,,2,1,1,1,100,Crave à bec rouge,0,0,,,1,,6.51299874,44.71590890,2265,,2,1,0,0,NA,10,90,5,5,5,NA,NON
ECRINS,2,vallouise,Val haute,21,10,,Telmon Jean-Philippe,Albert Christophe,19/05/15,11h10,,2,1,1,1,100,Rougequeue noir,2,1,,,0,,6.51299874,44.71590890,2265,,2,1,0,0,NA,10,90,5,5,5,NA,NON
ECRINS,2,vallouise,Val haute,21,10,,Telmon Jean-Philippe,Albert Christophe,19/05/15,11h10,,2,1,1,1,100,Traquet motteux,2,3,,,0,,6.51299874,44.71590890,2265,,2,1,0,0,NA,10,90,5,5,5,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,1,,Jordana Régis,Bulle Tommy,28/05/15,6h15,,1,1,1,3,100,Pipit spioncelle,0,1,,,3,,6.19234176,44.78829694,1838.23,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,1,,Jordana Régis,Bulle Tommy,28/05/15,6h15,,1,1,1,3,100,Rougequeue noir,0,0,,,1,,6.19234176,44.78829694,1838.23,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,2,,Jordana Régis,Bulle Tommy,28/05/15,6h40,,1,1,1,3,100,Pipit spioncelle,0,0,,,2,,6.19215761,44.78631809,1896.34,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,2,,Jordana Régis,Bulle Tommy,28/05/15,6h40,,1,1,1,3,100,Troglodyte mignon,0,0,,,1,,6.19215761,44.78631809,1896.34,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,3,,Jordana Régis,Bulle Tommy,28/05/15,7h8,,1,1,1,3,100,Merle noir,0,0,,,1,,6.18935787,44.78651054,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,3,,Jordana Régis,Bulle Tommy,28/05/15,7h8,,1,1,1,3,100,Pipit spioncelle,1,0,,,1,,6.18935787,44.78651054,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,3,,Jordana Régis,Bulle Tommy,28/05/15,7h8,,1,1,1,3,100,Rougequeue noir,0,0,,,1,,6.18935787,44.78651054,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,3,,Jordana Régis,Bulle Tommy,28/05/15,7h8,,1,1,1,3,100,Troglodyte mignon,0,0,,,1,,6.18935787,44.78651054,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,4,,Jordana Régis,Bulle Tommy,28/05/15,7h31,,1,1,1,3,100,Accenteur alpin,0,0,,,3,,6.18887232,44.7883656,1946.32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,4,,Jordana Régis,Bulle Tommy,28/05/15,7h31,,1,1,1,3,100,Pipit spioncelle,1,0,,,1,,6.18887232,44.7883656,1946.32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,4,,Jordana Régis,Bulle Tommy,28/05/15,7h31,,1,1,1,3,100,Rougequeue noir,0,1,,,0,,6.18887232,44.7883656,1946.32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,4,,Jordana Régis,Bulle Tommy,28/05/15,7h31,,1,1,1,3,100,Traquet motteux,2,1,,,1,,6.18887232,44.7883656,1946.32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,4,,Jordana Régis,Bulle Tommy,28/05/15,7h31,,1,1,1,3,100,Fauvette babillarde,0,0,,,1,,6.18887232,44.7883656,1946.32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,5,,Jordana Régis,Bulle Tommy,28/05/15,7h50,,1,1,1,3,100,Accenteur alpin,0,2,,,1,,6.18860187,44.79091147,1998.67,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,5,,Jordana Régis,Bulle Tommy,28/05/15,7h50,,1,1,1,3,100,Pipit spioncelle,1,1,,,2,,6.18860187,44.79091147,1998.67,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,5,,Jordana Régis,Bulle Tommy,28/05/15,7h50,,1,1,1,3,100,Traquet motteux,0,1,,,1,,6.18860187,44.79091147,1998.67,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,6,,Jordana Régis,Bulle Tommy,28/05/15,8h10,,1,1,1,3,100,Accenteur alpin,1,0,,,0,,6.18859279,44.7928527,2015.54,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,6,,Jordana Régis,Bulle Tommy,28/05/15,8h10,,1,1,1,3,100,Pipit spioncelle,2,1,,,0,,6.18859279,44.7928527,2015.54,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,7,,Jordana Régis,Bulle Tommy,28/05/15,8h40,,1,1,1,3,100,Chocard à bec jaune,1,0,,,4,,6.185985,44.79111002,2104.86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,7,,Jordana Régis,Bulle Tommy,28/05/15,8h40,,1,1,1,3,100,Accenteur alpin,0,0,,,2,,6.185985,44.79111002,2104.86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,7,,Jordana Régis,Bulle Tommy,28/05/15,8h40,,1,1,1,3,100,pie grièche ecorcheur,1,0,,,0,,6.185985,44.79111002,2104.86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,7,,Jordana Régis,Bulle Tommy,28/05/15,8h40,,1,1,1,3,100,Pipit spioncelle,0,1,,,1,,6.185985,44.79111002,2104.86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,7,,Jordana Régis,Bulle Tommy,28/05/15,8h40,,1,1,1,3,100,Traquet motteux,1,1,,,1,,6.185985,44.79111002,2104.86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,7,,Jordana Régis,Bulle Tommy,28/05/15,8h40,,1,1,1,3,100,Rougequeue noir,1,1,,,0,,6.185985,44.79111002,2104.86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,8,,Jordana Régis,Bulle Tommy,28/05/15,9h6,,1,1,1,3,100,Accenteur alpin,1,1,,,2,,6.18278822,44.78900798,2162.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,8,,Jordana Régis,Bulle Tommy,28/05/15,9h6,,1,1,1,3,100,Chocard à bec jaune,1,0,,,1,,6.18278822,44.78900798,2162.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,8,,Jordana Régis,Bulle Tommy,28/05/15,9h6,,1,1,1,3,100,Pipit spioncelle,1,1,,,0,,6.18278822,44.78900798,2162.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,8,,Jordana Régis,Bulle Tommy,28/05/15,9h6,,1,1,1,3,100,Rougequeue noir,2,2,,,0,,6.18278822,44.78900798,2162.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,8,,Jordana Régis,Bulle Tommy,28/05/15,9h6,,1,1,1,3,100,Traquet motteux,4,2,,,0,,6.18278822,44.78900798,2162.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,8,,Jordana Régis,Bulle Tommy,28/05/15,9h6,,1,1,1,3,100,Aigle royal,0,0,,,1,,6.18278822,44.78900798,2162.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,9,,Jordana Régis,Bulle Tommy,28/05/15,9h38,,1,1,1,3,80,Accenteur alpin,0,0,,,2,,6.18279032,44.78453285,2189.19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,9,,Jordana Régis,Bulle Tommy,28/05/15,9h38,,1,1,1,3,80,Chocard à bec jaune,0,2,,,1,,6.18279032,44.78453285,2189.19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,9,,Jordana Régis,Bulle Tommy,28/05/15,9h38,,1,1,1,3,80,Pipit spioncelle,1,1,,,1,,6.18279032,44.78453285,2189.19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,9,,Jordana Régis,Bulle Tommy,28/05/15,9h38,,1,1,1,3,80,Rougequeue noir,1,0,,,2,,6.18279032,44.78453285,2189.19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,9,,Jordana Régis,Bulle Tommy,28/05/15,9h38,,1,1,1,3,80,Troglodyte mignon,0,1,,,1,,6.18279032,44.78453285,2189.19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,10,,Jordana Régis,Bulle Tommy,28/05/15,10h7,,1,1,1,3,50,Chocard à bec jaune,0,0,,,7,,6.1797149,44.78451167,1962.47,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Béranne,16,10,,Jordana Régis,Bulle Tommy,28/05/15,10h7,,1,1,1,3,50,Rougequeue noir,2,0,,,1,,6.1797149,44.78451167,1962.47,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,vallouise,fournel bas,19,1,,Dova Emmanuelle,,28/05/15,6h5,,1,1,1,1,100,Alouette des champs,0,0,,,0,,6.43107164,44.78147550,2031,,2,1,5,0,NA,25,70,3,2,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,1,,Dova Emmanuelle,,28/05/15,6h5,,1,1,1,1,100,Linotte Mélodieuse,0,0,,,1,,6.43107164,44.78147550,2031,,2,1,5,0,NA,25,70,3,2,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,1,,Dova Emmanuelle,,28/05/15,6h5,,1,1,1,1,100,Pipit spioncelle,1,1,,,2,,6.43107164,44.78147550,2031,,2,1,5,0,NA,25,70,3,2,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,1,,Dova Emmanuelle,,28/05/15,6h5,,1,1,1,1,100,Rougequeue noir,1,1,,,0,,6.43107164,44.78147550,2031,,2,1,5,0,NA,25,70,3,2,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,1,,Dova Emmanuelle,,28/05/15,6h5,,1,1,1,1,100,Coucou gris,0,0,,,1,,6.43107164,44.78147550,2031,,2,1,5,0,NA,25,70,3,2,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,2,,Dova Emmanuelle,,28/05/15,6h34,,1,1,1,1,100,Alouette des champs,1,1,,,0,,6.43124673,44.78408100,2165,,2,1,4,0,NA,10,90,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,2,,Dova Emmanuelle,,28/05/15,6h34,,1,1,1,1,100,Pipit spioncelle,1,1,,,1,,6.43124673,44.78408100,2165,,2,1,4,0,NA,10,90,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,3,,Dova Emmanuelle,,28/05/15,6h56,,1,1,1,1,100,Alouette des champs,2,1,,,0,,"6,4264","44,7815",2215,,2,1,5,0,NA,2,96,2,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,3,,Dova Emmanuelle,,28/05/15,6h56,,1,1,1,1,100,Pipit spioncelle,1,1,,,1,,"6,4264","44,7815",2215,,2,1,5,0,NA,2,96,2,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,3,,Dova Emmanuelle,,28/05/15,6h56,,1,1,1,1,100,Pinson des arbres,0,0,,,1,,"6,4264","44,7815",2215,,2,1,5,0,NA,2,96,2,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,3,,Dova Emmanuelle,,28/05/15,6h56,,1,1,1,1,100,Coucou gris,0,0,,,1,,"6,4264","44,7815",2215,,2,1,5,0,NA,2,96,2,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,4,,Dova Emmanuelle,,28/05/15,7h37,,1,1,1,1,100,Alouette des champs,1,1,,,0,,6.42815111,44.78376830,2185,,2,1,5,0,NA,10,85,2,3,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,4,,Dova Emmanuelle,,28/05/15,7h37,,1,1,1,1,100,Pipit spioncelle,0,1,,,0,,6.42815111,44.78376830,2185,,2,1,5,0,NA,10,85,2,3,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,4,,Dova Emmanuelle,,28/05/15,7h37,,1,1,1,1,100,Traquet motteux,0,1,,,0,,6.42815111,44.78376830,2185,,2,1,5,0,NA,10,85,2,3,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,5,,Dova Emmanuelle,,28/05/15,8h10,,1,1,1,1,100,Alouette des champs,1,0,,,1,,6.42467539,44.77978300,2052,,2,1,5,0,NA,20,80,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,5,,Dova Emmanuelle,,28/05/15,8h10,,1,1,1,1,100,Linotte Mélodieuse,0,1,,,1,,6.42467539,44.77978300,2052,,2,1,5,0,NA,20,80,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,5,,Dova Emmanuelle,,28/05/15,8h10,,1,1,1,1,100,Pipit spioncelle,1,1,,,1,,6.42467539,44.77978300,2052,,2,1,5,0,NA,20,80,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,5,,Dova Emmanuelle,,28/05/15,8h10,,1,1,1,1,100,Traquet motteux,1,1,,,0,,6.42467539,44.77978300,2052,,2,1,5,0,NA,20,80,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,6,,Dova Emmanuelle,,28/05/15,8h30,,1,1,1,1,100,Alouette des champs,0,0,,,1,,6.42171474,44.77985120,2061,,2,1,5,0,NA,15,85,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,6,,Dova Emmanuelle,,28/05/15,8h30,,1,1,1,1,100,Linotte Mélodieuse,0,0,,,1,,6.42171474,44.77985120,2061,,2,1,5,0,NA,15,85,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,6,,Dova Emmanuelle,,28/05/15,8h30,,1,1,1,1,100,Pipit spioncelle,0,1,,,1,,6.42171474,44.77985120,2061,,2,1,5,0,NA,15,85,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,6,,Dova Emmanuelle,,28/05/15,8h30,,1,1,1,1,100,Traquet motteux,1,1,,,1,,6.42171474,44.77985120,2061,,2,1,5,0,NA,15,85,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,7,,Dova Emmanuelle,,28/05/15,8h55,,1,1,1,1,100,Alouette des champs,0,0,,,1,,6.41833179,44.78003570,2091,,2,1,5,0,NA,25,73,1,1,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,7,,Dova Emmanuelle,,28/05/15,8h55,,1,1,1,1,100,Linotte Mélodieuse,0,0,,,1,,6.41833179,44.78003570,2091,,2,1,5,0,NA,25,73,1,1,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,7,,Dova Emmanuelle,,28/05/15,8h55,,1,1,1,1,100,Monticole de roche,0,0,,,1,,6.41833179,44.78003570,2091,,2,1,5,0,NA,25,73,1,1,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,7,,Dova Emmanuelle,,28/05/15,8h55,,1,1,1,1,100,Pipit des arbres,0,0,,,1,,6.41833179,44.78003570,2091,,2,1,5,0,NA,25,73,1,1,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,7,,Dova Emmanuelle,,28/05/15,8h55,,1,1,1,1,100,Pipit spioncelle,1,1,,,1,,6.41833179,44.78003570,2091,,2,1,5,0,NA,25,73,1,1,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,8,,Dova Emmanuelle,,28/05/15,9h18,,1,1,1,1,100,Alouette des champs,0,1,,,0,,6.41518977,44.77991960,2095,,2,1,4,0,NA,30,69,1,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,8,,Dova Emmanuelle,,28/05/15,9h18,,1,1,1,1,100,Monticole de roche,0,0,,,1,,6.41518977,44.77991960,2095,,2,1,4,0,NA,30,69,1,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,8,,Dova Emmanuelle,,28/05/15,9h18,,1,1,1,1,100,Pipit spioncelle,1,1,,,0,,6.41518977,44.77991960,2095,,2,1,4,0,NA,30,69,1,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,8,,Dova Emmanuelle,,28/05/15,9h18,,1,1,1,1,100,Rougequeue noir,0,0,,,1,,6.41518977,44.77991960,2095,,2,1,4,0,NA,30,69,1,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,8,,Dova Emmanuelle,,28/05/15,9h18,,1,1,1,1,100,Traquet motteux,0,0,,,1,,6.41518977,44.77991960,2095,,2,1,4,0,NA,30,69,1,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,8,,Dova Emmanuelle,,28/05/15,9h18,,1,1,1,1,100,Hirondelle de rocher,0,0,,,1,,6.41518977,44.77991960,2095,,2,1,4,0,NA,30,69,1,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,8,,Dova Emmanuelle,,28/05/15,9h18,,1,1,1,1,100,Coucou gris,0,0,,,1,,6.41518977,44.77991960,2095,,2,1,4,0,NA,30,69,1,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,9,,Dova Emmanuelle,,28/05/15,9h49,,1,1,1,1,100,Alouette des champs,0,0,,,1,,6.41199741,44.78008130,2160,,2,3,1,0,NA,50,50,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,9,,Dova Emmanuelle,,28/05/15,9h49,,1,1,1,1,100,Linotte Mélodieuse,1,1,,,0,,6.41199741,44.78008130,2160,,2,3,1,0,NA,50,50,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,9,,Dova Emmanuelle,,28/05/15,9h49,,1,1,1,1,100,Pipit spioncelle,1,0,,,1,,6.41199741,44.78008130,2160,,2,3,1,0,NA,50,50,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,9,,Dova Emmanuelle,,28/05/15,9h49,,1,1,1,1,100,Rougequeue noir,1,0,,,1,,6.41199741,44.78008130,2160,,2,3,1,0,NA,50,50,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,9,,Dova Emmanuelle,,28/05/15,9h49,,1,1,1,1,100,Traquet motteux,3,2,,,0,,6.41199741,44.78008130,2160,,2,3,1,0,NA,50,50,0,0,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,10,,Dova Emmanuelle,,28/05/15,10h34,,1,1,1,1,100,Crave à bec rouge,0,0,,,1,,6.40895979,44.77791490,2052,,2,3,1,0,NA,25,65,5,5,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,10,,Dova Emmanuelle,,28/05/15,10h34,,1,1,1,1,100,Pipit spioncelle,0,0,,,1,,6.40895979,44.77791490,2052,,2,3,1,0,NA,25,65,5,5,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,10,,Dova Emmanuelle,,28/05/15,10h34,,1,1,1,1,100,Rougequeue noir,0,0,,,1,,6.40895979,44.77791490,2052,,2,3,1,0,NA,25,65,5,5,0,NA,NON
ECRINS,2,vallouise,fournel bas,19,10,,Dova Emmanuelle,,28/05/15,10h34,,1,1,1,1,100,Traquet motteux,2,1,,,1,,6.40895979,44.77791490,2052,,2,3,1,0,NA,25,65,5,5,0,NA,NON
ECRINS,2,Valgaudemar,Tirière,17,1,,Warluzelle Olivier,,28/05/15,6h35,,1,1,1,3,100,Accenteur mouchet,2,3,,,0,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Tirière,17,1,,Warluzelle Olivier,,28/05/15,6h35,,1,1,1,3,100,Pipit des arbres,1,0,,,0,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Tirière,17,1,,Warluzelle Olivier,,28/05/15,6h35,,1,1,1,3,100,Pipit spioncelle,1,1,,,0,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Tirière,17,1,,Warluzelle Olivier,,28/05/15,6h35,,1,1,1,3,100,Troglodyte mignon,1,1,,,0,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Tirière,17,1,,Warluzelle Olivier,,28/05/15,6h35,,1,1,1,3,100,Pinson des arbres,2,2,,,0,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Tirière,17,1,,Warluzelle Olivier,,28/05/15,6h35,,1,1,1,3,100,Roitelet triple bandeau,0,1,,,0,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
ECRINS,2,Valgaudemar,Tirière,17,2,,Warluzelle Olivier,,28/05/15,6h55,,1,1,1,3,100,Accenteur mouchet,1,1,,,0,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NON
